gene	DESCRIPTION	hasPeak(An_kdmB_20h_HA_1)	peakType(An_kdmB_20h_HA_1)	hasTesPeak(An_kdmB_20h_HA_1)	tesPeakType(An_kdmB_20h_HA_1)	hasPeak(An_kdmB_20h_HA_2)	peakType(An_kdmB_20h_HA_2)	hasTesPeak(An_kdmB_20h_HA_2)	tesPeakType(An_kdmB_20h_HA_2)	hasPeak(An_kdmB_48h_HA_1)	peakType(An_kdmB_48h_HA_1)	hasTesPeak(An_kdmB_48h_HA_1)	tesPeakType(An_kdmB_48h_HA_1)	hasPeak(An_kdmB_48h_HA_2)	peakType(An_kdmB_48h_HA_2)	hasTesPeak(An_kdmB_48h_HA_2)	tesPeakType(An_kdmB_48h_HA_2)
AN10004	Possible pseudogene	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0008	Possible pseudogene, similar to cytochrome P450	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0007	Ortholog of A. nidulans FGSC A4 : AN6322, AN0902 and A. fumigatus Af293 : Afu1g01340, Afu1g15680, Afu3g01640	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0006	Ortholog of Neosartorya fischeri NRRL 181 : NFIA_005440, Aspergillus versicolor : Aspve1_0175571, Aspergillus clavatus NRRL 1 : ACLA_062940, ACLA_090730 and Aspergillus sydowii : Aspsy1_0047904	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0005	Ortholog of A. niger CBS 513.88 : An03g02250, Aspergillus tubingensis : Asptu1_0080862, Aspergillus kawachii : Aspka1_0180365, Aspergillus acidus : Aspfo1_0194711 and Aspergillus wentii : Aspwe1_0734587	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN0004	Possible pseudogene, Gypsy element-related	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10001	Possible pseudogene, Gypsy element-related	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN10000	Possible pseudogene, transposon-related	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9484	Has domain(s) with predicted oxidoreductase activity and role in carotenoid biosynthetic process, chlorophyll biosynthetic process, oxidation-reduction process, photosynthesis	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11673	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9508	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9056	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9055	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9054	Ortholog of A. fumigatus Af293 : Afu2g00520, A. niger CBS 513.88 : An10g00840, An01g14980, A. oryzae RIB40 : AO090003000412, Aspergillus wentii : Aspwe1_0140773 and Aspergillus sydowii : Aspsy1_0150879	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12132	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9053	Putative malate dehydrogenase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12131	Has domain(s) with predicted aldehyde-lyase activity, catalytic activity, zinc ion binding activity and role in carbohydrate metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9052	Ortholog of A. oryzae RIB40 : AO090010000115, AO090003000760, Aspergillus flavus NRRL 3357 : AFL2T_07295, AFL2T_11373 and Aspergillus versicolor : Aspve1_0143667, Aspve1_0888642	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9051	Ortholog of A. nidulans FGSC A4 : AN10217, AN8733, A. fumigatus Af293 : Afu7g00700, A. niger CBS 513.88 : An12g02640, An15g04780 and A. oryzae RIB40 : AO090102000040	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9050	Zn(2)-Cys(6) binuclear domain-containing protein; predicted sequence-specific DNA binding transcription factor activity, zinc ion binding activity and a role in regulation of transcription; NeddH-associated protein	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9049	Ortholog of A. nidulans FGSC A4 : AN5422, A. fumigatus Af293 : Afu1g16890, Afu5g00920, Afu5g07500 and A. niger CBS 513.88 : An05g01650, An12g06440, An08g09770	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9048	Putative histidine-containing phosphotransfer protein	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9047	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9046	Predicted DDE1 transposon-related ORF	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9045	Protein with polygalacturonase activity, involved in degradation of pectin	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9044	Has domain(s) with predicted FMN binding, catalytic activity, oxidoreductase activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9043	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	pseudo_overlapEnd	FALSE	NA	FALSE	NA
AN9042	Putative alpha-1,3-glucanase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN9041	Putative 3-hydroxyacyl-CoA dehydrogenase with a predicted role in fatty acid metabolism	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9040	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11161	Has domain(s) with predicted phosphatidylserine decarboxylase activity and role in phospholipid biosynthetic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11159	Has domain(s) with predicted phosphatidylserine decarboxylase activity and role in phospholipid biosynthetic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12130	Ortholog of Aspergillus glaucus : Aspgl1_0163193, Neosartorya fischeri NRRL 181 : NFIA_061920 and Aspergillus versicolor : Aspve1_0089422	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9038	Has domain(s) with predicted role in Mo-molybdopterin cofactor biosynthetic process, molybdopterin cofactor biosynthetic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9037	Has domain(s) with predicted molybdenum ion binding, molybdopterin cofactor binding, oxidoreductase activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9036	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9035	Putative alpha-galactosidase with a predicted role in galactose and galactitol metabolism and in degradation of mannans	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9034	Putative aldehyde dehydrogenase with a predicted role in two-carbon compound metabolism or penicillin biosynthesis	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9033	Ortholog of Aspergillus glaucus : Aspgl1_0026340, Aspergillus flavus NRRL 3357 : AFL2T_07339, Aspergillus wentii : Aspwe1_0746623 and Aspergillus versicolor : Aspve1_0089436	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9032	Ortholog of A. nidulans FGSC A4 : AN10883, A. fumigatus Af293 : Afu7g06950, Afu8g02470, A. niger CBS 513.88 : An03g06330, An03g00350, An05g02580 and A. oryzae RIB40 : AO090010000660	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9031	Has domain(s) with predicted catalytic activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9030	Putative cytochrome P450	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9029	Has domain(s) with predicted FAD binding, oxidoreductase activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9028	Ortholog of A. niger CBS 513.88 : An12g07320, A. oryzae RIB40 : AO090102000193, Neosartorya fischeri NRRL 181 : NFIA_043870 and Aspergillus wentii : Aspwe1_0436420, Aspwe1_0732323	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9027	Has domain(s) with predicted hydrolase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9026	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated, transcription, DNA-templated	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9025	Has domain(s) with predicted DNA binding, RNA polymerase II transcription factor activity, sequence-specific DNA binding, nucleic acid binding, zinc ion binding activity	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA
AN9024	Has domain(s) with predicted ATP binding, protein kinase activity and role in protein phosphorylation	FALSE	NA	TRUE	overlapEnd	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapEnd	FALSE	NA	FALSE	NA
AN9023	Has domain(s) with predicted oxidoreductase activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9022	Has domain(s) with predicted ATP binding, protein kinase activity and role in protein phosphorylation	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9021	Ortholog of A. fumigatus Af293 : Afu1g16070, Afu5g14980, Aspergillus flavus NRRL 3357 : AFL2T_05025, Aspergillus kawachii : Aspka1_0178111 and Aspergillus fumigatus A1163 : AFUB_079090, AFUB_096670	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9020	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	includeFeature	FALSE	NA	FALSE	NA	FALSE	NA
AN9019	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	pseudo_overlapEnd	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9018	Protein of unknown function	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN9017	Has domain(s) with predicted nucleic acid binding activity	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN11158	Protein of unknown function	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN11160	Ortholog of A. niger CBS 513.88 : An09g02040, A. oryzae RIB40 : AO090003001445, Aspergillus niger ATCC 1015 : 43435-mRNA and Aspergillus tubingensis : Asptu1_0136910	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9015	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9014	Has domain(s) with predicted catalytic activity, oxidoreductase activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9013	Has domain(s) with predicted RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity, role in regulation of transcription, DNA-templated and nucleus localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9012	Has domain(s) with predicted catalytic activity, lyase activity and role in metabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9011	Putative aryl-alcohol oxidase-related protein	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN9010	Ortholog(s) have carboxylic acid transmembrane transporter activity and role in quinolinic acid transmembrane transport	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN9009	Ortholog of Aspergillus versicolor : Aspve1_0047394, Aspergillus sydowii : Aspsy1_0094736, Aspsy1_0145518 and Aspergillus terreus NIH2624 : ATET_06611	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN9008	Phytochrome photoreceptor, a red-light sensor that represses sexual development under red light; activator of polarized growth in the dark; binds chromophore biliverdin; interacts with VeA and LreB	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA
AN9007	Putative cytochrome P450; predicted secondary metabolism gene cluster member	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN9006	Protein of unknown function; predicted secondary metabolism gene cluster member	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapStart	FALSE	NA	FALSE	NA	FALSE	NA
AN9005	Putative polyketide synthase (PKS); predicted backbone enzyme of a secondary metabolism gene cluster	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN9004	Predicted monooxygenase	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9003	Has domain(s) with predicted zinc ion binding activity	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN9002	Predicted monooxygenase; predicted secondary metabolism gene cluster member	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9001	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN9000	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8999	Putative chitinase; glycoside hydrolase family 18 (GH18) protein with a predicted role in chitin hydrolysis	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8998	Putative dioxygenase	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8997	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8996	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8995	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8994	Ortholog of A. oryzae RIB40 : AO090009000566, Aspergillus zonatus : Aspzo1_0127856, Aspergillus sydowii : Aspsy1_0062118 and Aspergillus carbonarius ITEM 5010 : Acar5010_398349	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12129	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12128	Ortholog of Aspergillus versicolor : Aspve1_0089470	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8992	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8991	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8990	Ortholog of A. fumigatus Af293 : Afu8g00840, A. oryzae RIB40 : AO090023000465, Neosartorya fischeri NRRL 181 : NFIA_094290 and Aspergillus wentii : Aspwe1_0046447, Aspwe1_0100493	TRUE	overlapStart	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	insideOverlapStart	FALSE	NA
AN8989	Ortholog of A. fumigatus Af293 : Afu5g14830, A. oryzae RIB40 : AO090001000186, Neosartorya fischeri NRRL 181 : NFIA_041290 and Aspergillus wentii : Aspwe1_0039524, Aspwe1_0045369	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8988	Has domain(s) with predicted NAD binding, oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor activity and role in cellular amino acid metabolic process, oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8987	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8986	Ortholog of A. oryzae RIB40 : AO090005001017, Aspergillus versicolor : Aspve1_0047420, Aspergillus clavatus NRRL 1 : ACLA_018770 and Aspergillus sydowii : Aspsy1_0051004	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8985	Has domain(s) with predicted oxidoreductase activity, oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8984	Ortholog of A. nidulans FGSC A4 : AN6413, AN6419, AN6946, AN5312, AN5664, AN8328, AN3241, AN10369, AN1930, AN2386, AN1738, AN11159, AN8951, AN1540, AN8971, AN9387, AN9266, AN9306, AN1317, AN10886, AN7232, AN7774, AN12202	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8983	Has domain(s) with predicted role in transmembrane transport and integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8982	Predicted protein of unknown function; member of the alc gene cluster	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8981	Protein with homology to GPR1/FUN34/YaaH family members; Deletion or overexpression strains grow normally on ethanol or acetate as a sole carbon source; transcript upregulated by exposure to ethanol	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8980	Protein of unknown function, transcriptionally regulated by AlcR; transcript upregulated by exposure to ethanol; member of the alc gene cluster; transcript repressed by nitrate	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8979	Alcohol dehydrogenase with a role in two-carbon compound metabolism; expression is negatively regulated by glucose; transcript upregulated by exposure to ethanol; protein levels decrease in response to farnesol	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8978	Transcription factor involved in positive regulation of the ethanol regulon; contains Zn(II)2Cys6 DNA-binding domain	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA
AN8977	Putative gluconolactonase with a predicted role in gluconic acid and gluconate metabolism; transcript upregulated by exposure to ethanol	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8976	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8975	Ortholog of Aspergillus versicolor : Aspve1_0045995 and Aspergillus sydowii : Aspsy1_0060497	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8974	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8973	Has domain(s) with predicted DNA binding transcription factor activity, RNA polymerase II transcription factor activity, sequence-specific DNA binding, zinc ion binding activity and role in regulation of transcription, DNA-templated	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8972	Has domain(s) with predicted transmembrane transporter activity, role in transmembrane transport and integral component of membrane, membrane localization	TRUE	upstream	TRUE	overlapEnd	TRUE	upstream	FALSE	NA	TRUE	upstream	TRUE	overlapEnd	TRUE	upstream	FALSE	NA
AN8971	Putative integral membrane protein	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8970	Ortholog of A. nidulans FGSC A4 : AN8354, AN9181, A. fumigatus Af293 : Afu1g12440, Afu1g12460, Afu6g00230 and A. niger CBS 513.88 : An12g03270, An10g01010, An01g11070, An11g04060, An16g00990	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8969	Has domain(s) with predicted catalytic activity, lysozyme activity and role in carbohydrate metabolic process, cell wall macromolecule catabolic process, peptidoglycan catabolic process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8968	Putative isoflavone reductase; ortholog of A. fumigatus Afu1g12510	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8967	Has domain(s) with predicted UDP-N-acetylmuramate dehydrogenase activity, flavin adenine dinucleotide binding activity and role in oxidation-reduction process	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN12385	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8966	Has domain(s) with predicted neurotransmitter:sodium symporter activity, role in neurotransmitter transport and integral component of membrane localization	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA	TRUE	overlapStart	FALSE	NA
AN11156	Ortholog of Aspergillus glaucus : Aspgl1_0125887	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN11157	Ortholog of A. oryzae RIB40 : AO090026000764, Aspergillus flavus NRRL 3357 : AFL2T_06550, Aspergillus wentii : Aspwe1_0062270 and Aspergillus clavatus NRRL 1 : ACLA_043160	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8964	Has domain(s) with predicted flavin adenine dinucleotide binding activity	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8963	Protein of unknown function	TRUE	upstream	TRUE	overlapEnd	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	overlapEnd	FALSE	NA	FALSE	NA
AN8962	Has domain(s) with predicted solute:proton antiporter activity, role in cation transport, transmembrane transport and integral component of membrane localization	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA	TRUE	upstream	FALSE	NA	FALSE	NA	FALSE	NA
AN8961	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8960	Protein of unknown function	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
AN8959	Has domain(s) with predicted integral component of membrane localization	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA	FALSE	NA
